,Nom,Mouvement,summary,sum_lem,mvm_label
363,Madeleine_de_Scudéry,preciosite,"Madeleine de Scudéry, née au Havre le 15 novembre 1607 et morte à Paris le 2 juin 1701, est une femme de lettres française. Son œuvre littéraire marque l’apogée du mouvement précieux.",madeleine Scudéry naître Havre 15 novembre 1607 mort Paris 2 juin 1701 femme lettre français son œuvre littéraire marque apogée mouvement précieux,28
364,Claudine_Guérin_de_Tencin,gothique,"Claudine Alexandrine Sophie Guérin de Tencin, baronne de Saint-Martin de l’isle de Ré, née le 27 avril 1682 à Grenoble, morte le 4 décembre 1749 à Paris, est une femme de lettres qui a tenu un salon littéraire célèbre à l'époque. Elle est la mère de Jean d'Alembert.
Après  vingt-deux années passées de force au couvent, elle s'installe à Paris en 1711 et est introduite dans les milieux du pouvoir par ses liens avec le cardinal Dubois. Six ans plus tard, elle ouvre l'un des salons littéraires les plus réputés de l'époque appelé La Ménagerie. D'abord essentiellement consacré à la politique et à la finance avec les spéculateurs de la banque de Law, ce salon devient à partir de 1733  un centre littéraire. Les plus grands écrivains de l’époque et des personnalités célèbres le fréquentent, en particulier Fontenelle, Marivaux, l’abbé Prévost, Charles Pinot Duclos et plus tard Marmontel, Helvétius, Marie-Thérèse Geoffrin et Montesquieu.
Madame de Tencin a publié aussi avec succès quelques romans dont les Mémoires du comte de Comminge en 1735, Le Siège de Calais, nouvelle historique en 1739 et Les Malheurs de l'amour en 1747.",Claudine Alexandrine Sophie Guérin tencin baronne isl ré naître 27 avril 1682 Grenoble mort 4 décembre 1749 Paris femme lettre avoir tenir salon littéraire célèbre époque lui mère Jean Alembert après année passer force couvent installe Paris 1711 introduire milieu pouvoir lien cardinal Dubois Six an plus tard ouvrir salon littéraire plus réputé époque appeler le Ménagerie abord essentiellement consacrer politique finance spéculateur banque Law salon devenir partir 1733 centre littéraire le plus grand écrivain époque personnalité célèbre fréquentent particulier fontenelle marivaux abbé Prévost Charles Pinot Duclos plus tard marmontel Helvétius Geoffrin Montesquieu monsieur tencin avoir publier aussi succès quelque roman dont mémoire comte Comminge 1735 le siège calais nouveau historique 1739 le malheur amour 1747,20
365,Horace_Walpole,gothique,"Horace Walpole (né Horatio), 4e comte d'Orford, né le 24 septembre 1717 à Londres et mort le 2 mars 1797 à Londres, plus jeune fils de Robert Walpole (Premier ministre britannique), est un homme politique, écrivain et esthète britannique. Auteur en 1764 du Château d'Otrante, qui inaugure le genre du roman gothique (gothic tale en anglais), on lui doit également le concept de serendipity, ou fortuité en français.
Il a étudié au collège d'Eton, puis à King's College de Cambridge. Ayant pris assez tôt conscience de son homosexualité ; il aurait eu une liaison avec le poète Thomas Gray et Henry Fiennes Clinton, 9e comte de Lincoln (futur second duc de Newcastle). Gray l'accompagna lors de son Grand Tour, mais ils se querellèrent et Walpole retourna en 1741 en Angleterre, où il entra au Parlement. Il connut ensuite John Graufurd et surtout le politicien Seymour Conway à qui il écrivit des lettres passionnées. Sans aucune ambition politique, il resta cependant député après la mort de son père en 1745.
Lors d'un voyage à Paris en 1765, il rencontra la marquise du Deffand — aveugle et âgée de 68 ans — avec laquelle il se lia et entretint une correspondance soutenue jusqu'à sa mort en 1780. Sans lien avec la politique de son père, il fut très dévoué envers le roi George II et la reine Caroline. Il prit leur parti contre leur fils, Frederick, prince de Galles, qu'il évoqua plus tard avec rancune dans ses mémoires.",Horace Walpole naître Horatio 4e comte orford naître 24 septembre 1717 Londres mort 2 mars 1797 Londres plus jeune fils Robert Walpole premier ministre britannique homme politique écrivain esthète britannique auteur 1764 château otrante inaugure genre roman gothique gothic tal anglais devoir également concept serendipity fortuité français il avoir étudier collège Eton puis college Cambridge avoir prendre assez tôt conscience homosexualité liaison poète Thomas Gray Henry Fiennes Clinton 9 comte Lincoln futur second duc Newcastle Gray accompagna lors grand tour quereller Walpole retourna 1741 Angleterre où entrer parlement il connaître ensuite John Graufurd surtout politicien Seymour Conway écrire lettre passionner sans aucun ambition politique rester cependant députer après mort père 1745 lors voyage Paris 1765 rencontrer marquis Deffand aveugle âgé 68 an lequel lier entretenir correspondance soutenir mort 1780 sans lien politique père très dévoué envers roi george II reine Caroline il prendre parti contre fils Frederick prince Galles évoquer plus tard rancune mémoire,20
366,John_Aikin,gothique,"John Aikin, né à Kibworth Harcourt (Leicestershire) le 15 janvier 1747 et décédé le 7 décembre 1822 à Stoke Newington près de Londres, est un médecin et écrivain britannique. Il est le père d'Arthur Aikin.",John Aikin naître Kibworth Harcourt Leicestershire 15 janvier 1747 décéder 7 décembre 1822 Stoke Newington près Londres médecin écrivain britannique il père Arthur Aikin,20
367,Clara_Reeve,gothique,"Clara Reeve, née en 1729 à Ipswich où elle est morte le 3 décembre 1807, est une écrivaine anglaise s’inscrivant dans la veine du roman gothique.
Clara Reeve était l’une des filles de Thomas Reeve, ministre anglican, qui l’initia dès l’enfance à l’étude des langues savantes et de l’histoire. « C’était un vieux whig, dit-elle, et pour moi un oracle ; il m’a appris tout ce que je sais. » À un âge où beaucoup d’enfants commencent à épeler leur nom, elle lisait l’Histoire d’Angleterre de Rapin-Thoyras et les Vies de Plutarque et apprenait le latin. Après la mort de son père, elle alla résider avec sa mère et deux sœurs à Colchester.
Clara Reeve avait près de cinquante ans lorsqu’elle débuta dans la carrière littéraire, par une traduction du roman d’Argenis de Barclay, sous le titre The Phoenix (1772, 4 vol.). Le succès qu’obtint ce début l’engagea écrire et, cinq ans plus tard elle publia son premier ouvrage original, le seul qui ait recommandé son nom à l’attention des critiques : d’abord intitulé the Champion of virtue, a gothic story (le Champion de vertu, histoire gothique, Londres, 1777, in-8°), il reçut dans la seconde édition le titre qu’il a conservé depuis, de The Old English Baron (le Vieux Baron anglais, Ibid., 1778, in-8°). Souvent réimprimé et traduit en français (1787, in-12), ce roman dédié à Mme Brigden, fille de Richardson, inspiré par la lecture du Château d'Otrante de Walpole, il est également fondé sur le merveilleux.
Clara Reeve a écrit d’autres romans, the Two Mentors (1783, 2 vol.), the Exile (1788, 3 vol.), the School for widows (1791, 3 vol.), Memoirs of sir Roger de Clarendon, the natural son of Edward, the Black prince (1793, 3 vol.), Destination (1799, 3 vol.), et Edwin, king of Northumberland (1802), qui furent, pour la plupart, bien accueillis dans leur nouveauté.
Clara Reeve a encore composé deux ouvrages d’un genre différent : the Progress of romance through times, countries and manners (Progrès du roman à travers les temps, les pays et les manières, 1785, 2 vol. in-8°), ouvrage de théorie romanesque, et Plans of education, with remarks on the systems of other writers (Plans d’éducation, avec des remarques sur les systèmes d’autres auteurs, 1792, in-12). Ces divers écrits se distinguent, selon Walter Scott, par un excellent jugement, une morale pure et un style sans prétention.",Clara Reeve naître 1729 Ipswich où mourir 3 décembre 1807 écrivaine anglais inscrire veine roman gothique Clara Reeve fille Thomas Reeve ministre anglican initier dès enfance étude langue savant histoire vieux whig dit oracle avoir apprendre tout savoir à âge où beaucoup enfant commencer épeler nom lire histoire Angleterre Rapin thoyra vie Plutarque apprendre latin après mort père aller résider mère deux sœur colchester Clara Reeve près cinquante an débuter carrière littéraire traduction roman Argenis Barclay sous titre The Phoenix 1772 4 vol le succès obtenir début engagea écrir cinq an plus tard publia premier ouvrage original seul recommander nom attention critique abord intituler the champion of virtue avoir gothic story champion vertu histoire gothique Londres 1777 recevoir second édition titre avoir conserver depuis The Old English Baron Vieux Baron anglais Ibid 1778 souvent réimprimer traduire français 1787 roman dédier mme Brigden fille Richardson inspirer lecture château otrante Walpole également fonder merveilleux Clara Reeve avoir écrire autre roman the Two Mentors 1783 2 vol the Exile 1788 3 vol the School for widows 1791 3 vol Memoirs of sir Roger Clarendon the natural of Edward the Black princ 1793 3 vol destination 1799 3 vol Edwin king of Northumberland 1802 plupart bien accueillir nouveauté Clara Reeve avoir encore composer deux ouvrage genre différent the Progress of romance through time country and manner progrès roman travers temps pays manière 1785 2 vol ouvrage théorie romanesque Plans of education with remarks the systems of other writer Plans éducation remarque système autre auteur 1792 ce divers écrit distinguent selon Walter Scott excellent jugement morale pur style sans prétention,20
368,Sophia_Lee,gothique,"Sophia Lee est un femme de lettres anglaise, née en 1750, morte en 1824. 
Son père avait été acteur, puis s’était occupé de remanier pour le théâtre des pièces d’auteurs célèbres. La jeune Sophie débuta dans les lettres en faisant représenter à Londres, en 1780, une comédie, le Chapitre des accidents, qui eut beaucoup de succès : Son père étant mort l’année suivante, elle ouvrit à Bath, avec sa sœur Henriette, une maison d’éducation. Cet établissement prospéra et, en 1803, les deux sœurs, devenues maîtresses d’une petite fortune, se retirèrent à Clifton, ou elles continuèrent à demeurer ensemble.",Sophia Lee femme lettre anglais naître 1750 mort 1824 son père acteur puis occuper remanier théâtre pièce auteur célèbre le jeune sophie débuter lettre faire représenter Londres 1780 comédie chapitre accident beaucoup succès son père mort année suivant ouvrir Bath sœur Henriette maison éducation ce établissement prospéra 1803 deux sœur devenir maîtresse petit fortune retirèrent Clifton lui continuer demeurer ensemble,20
369,William_Thomas_Beckford,gothique,"William Thomas Beckford, né le 1er octobre 1760 au 22 Soho Square à Londres et mort le 2 mai 1844 à Bath, est un critique d'art, homme politique et écrivain anglais.",William Thomas Beckford naître premier octobre 1760 22 Soho Square Londres mort 2 mai 1844 Bath critique art homme politique écrivain anglais,20
370,Mary_Robinson_(poète),gothique,"Mary Robinson (27 novembre 1757 - 26 décembre 1800) fut une poétesse, femme de lettres et féministe anglaise.",Mary Robinson 27 novembre 1757 26 décembre 1800 poétesse femme lettre féministe anglais,20
371,Mary_Ann_Radcliffe,gothique,"Mary Ann Radcliffe (1746-1818,) était une écrivaine britannique, figure du premier mouvement féministe.",Mary Ann Radcliffe 1746 1818 écrivaine britannique figure premier mouvement féministe,20
372,Eliza_Parsons,gothique,"Eliza Parsons (née Phelp) (Plymouth, 1739 – 5 février 1811) est une femme de lettres britannique, auteur de romans gothiques.",Eliza Parsons née Phelp Plymouth 1739 5 février 1811 femme lettre britannique auteur roman gothique,20
373,Ann_Radcliffe,gothique,"Ann Radcliffe /æn ˈrædklɪf/, née Ward /wɔːd/ le 9 juillet 1764 à Holborn, à Londres où elle est décédée le 7 février 1823, est une romancière britannique, pionnière du roman gothique.",Ann Radcliffe naître Ward 9 juillet 1764 Holborn Londres où décéder 7 février 1823 romancier britannique pionnier roman gothique,20
374,Fanny_Burney,gothique,"Frances Burney (1752-1840) ou Fanny Burney, devenue madame d’Arblay par son mariage, est une femme de lettres et romancière anglaise.",france Burney 1752 1840 fanny Burney devenir monsieur Arblay mariage femme lettre romancièr anglais,20
375,Regina_Maria_Roche,gothique,"Regina Maria Roche (1764-1845) est une romancière anglaise. 
Elle est considérée aujourd'hui comme une romancière mineure, auteur de romans gothiques qui ne jouissent pas de la popularité de ceux d'Ann Radcliffe. C'est oublier qu'elle fut un auteur à succès et que son troisième roman, The Children of the Abbey, fut en son temps aussi populaire que les Mystères d'Udolphe.
The Children of the Abbey est un roman gothique sentimental avec une intrigue amoureuse. Clermont est le seul roman dans lequel Roche se soit astreinte à suivre les règles du genre gothique, et il contient des éléments effectivement beaucoup plus proches du roman d'horreur que ses autres ouvrages, avec une héroïne persécutée, un père au passé mystérieux qu'un inconnu menace de révéler si la tendre héroïne refuse de l'épouser, des brigands, de la violence, une crypte gothique. Les deux romans durent être réédités plusieurs fois et furent traduits en français et en espagnol. Clermont est l'un des romans que Jane Austen parodie de façon satirique dans L'Abbaye de Northanger.",Regina Maria Roche 1764 1845 romancier anglais lui considérer comme romancier mineure auteur roman gothiques jouir popularité celui Ann Radcliffe oublier auteur succès troisième roman The Children of the Abbey temps aussi populaire mystère udolphe The Children of the Abbey roman gothique sentimental intrigue amoureux Clermont seul roman lequel Roche astreindre suivre règle genre gothique contenir élément effectivement beaucoup plus proche roman horreur autre ouvrage héroïne persécuter père passé mystérieux inconnu menacer révéler si tendre héroïne refuse épouser brigand violence crypte gothique le deux roman devoir être rééditer plusieurs fois traduire français espagnol Clermont roman Jane Austen parodier façon satirique Abbaye Northanger,20
376,Brockden_Brown,gothique,"Charles Brockden Brown, (1771-1810), est un romancier, journaliste, historien et éditeur américain. Il est considéré comme le premier romancier professionnel des États-Unis, et comme le premier auteur gothique américain. 
Charles Brockden Brown ne fut pas le tout premier romancier américain, comme certains critiques ont pu le déclarer, puisque divers ouvrages fictionnels parurent en Amérique avant ses grands romans, notamment deux best-sellers sentimentaux, Charlotte Temple de Susanna Rowson et The Coquette de Hannah Webster Foster. Brown demeure pourtant le plus étudié de l'« early American novel » (1789-1820) pour l’étendue et la complexité de ses travaux dans des genres divers et variés (romans, nouvelles, essais, articles, historiographie, revues de livres, poésie…). Sa curiosité, la richesse de son imagination et son intérêt pour sa propre société en font une figure majeure de la littérature et de la culture américaine des XVIIIe et XIXe siècles, ainsi qu’un intellectuel alors plus reconnu en Europe que dans son pays natal.
Brown rédigea les quatre romans pour lesquels il est resté célèbre en l'espace de deux ans. S'il abandonna rapidement l'écriture fictionnelle au profit d'écrits historiques et politiques, il demeure un précurseur par son choix audacieux de devenir romancier à une époque où publier était pratiquement impossible en Amérique.
Si l'on a pu reprocher à Brown ses défauts de construction narrative et son phrasé parfois abscons, éléments lus comme la marque d'un amateurisme compréhensible, il devient plus fréquent de lire les spécificités de Brown comme le fruit d'une intention créatrice. La recherche sur son œuvre est foisonnante depuis les années 1980 en particulier, toutefois certains éléments demeurent indécidables, notamment l'engagement du romancier envers la cause des femmes, son degré de radicalisme et de conservatisme, ou encore le véritable sujet du roman Edgar Huntly (1799). La confusion sur la création et la vie de l'auteur, la richesse même de son travail, contribuent aujourd'hui à ériger Brown sinon au rang d'auteur majeur des États-Unis, du moins au rang d'écrivain américain incontournable dans toute étude de la littérature de ce pays.",Charles Brockden Brown 1771 1810 romancier journaliste historien éditeur américain il considérer comme premier romancier professionnel comme premier auteur gothique américain Charles Brockden Brown tout premier romancier américain comme certain critique pouvoir déclarer puisque divers ouvrage fictionnel parurent Amérique avant grand roman notamment deux sentimental Charlotte temple Susanna Rowson The Coquette Hannah webster Foster brown demeure pourtant plus étudier early American novel 1789 1820 étendue complexité travail genre divers varier roman nouveau essai article historiographie revoir livre poésie son curiosité richesse imagination intérêt propre société faire figure majeur littérature culture américain XVIIIe xix siècle ainsi intellectuel alors plus reconnaître Europe pays natal brown rédiger quatre roman lequel rester célèbre espace deux an abandonner rapidement écriture fictionnel profit écrit historique politique demeure précurseur choix audacieux devenir romancier époque où publier pratiquemer impossible Amérique si avoir pouvoir reprocher Brown défaut construction narratif phrasé parfois abscon élément lus comme marque amateurisme compréhensible devenir plus fréquent lire spécificité brown comme fruit intention créateur le recherche œuvre foisonnant depuis année 1980 particulier toutefois certain élément demeurent indécidable notamment engagement romancier envers cause femme degré radicalisme conservatisme encore véritable sujet roman edgar Huntly 1799 le confusion création vie auteur richesse travail contribuer ériger brown sinon rang auteur majeur moins rang écrivain américain incontournable tout étude littérature pays,20
377,Charles_Robert_Maturin,gothique,"Charles Robert Maturin, né le 25 septembre 1782 à Dublin et mort dans cette même ville le 30 octobre 1824, est un romancier et dramaturge irlandais, particulièrement connu pour avoir écrit Melmoth ou l'Homme errant, publié en 1820 et considéré aujourd'hui comme une des œuvres les plus représentatives du roman gothique.",Charles Robert Maturin naître 25 septembre 1782 Dublin mort ce ville 30 octobre 1824 romancier dramaturge irlandais particulièrement connaître avoir écrire melmoth homme errer publier 1820 considérer comme œuvre plus représentatif roman gothique,20
378,William_Harrison_Ainsworth,gothique,"William Harrison Ainsworth (4 février 1805 à Manchester, Angleterre - 3 janvier 1882 à Reigate, Angleterre) est un romancier historique anglais. Alors qu'il complète sa formation en droit à Londres, il rencontre l'éditeur John Ebers, gérant du Her Majesty's Theatre. Ebers introduit Ainsworth dans les cercles littéraires et d'arts dramatiques, ainsi qu'à sa fille qu'il épousera.
Ainsworth a tâté de l'édition, mais a préféré se consacrer au journalisme et à la littérature. Son premier roman a été Rookwood en 1834, qui met en vedette Dick Turpin. Il dirigea la revue Bentley's Miscellany de 1840 à 1842 avant de devenir propriétaire de la revue 10 ans plus tard, il revendra la revue à Richard Bentley en 1868. Il publia ensuite une série de 39 nouvelles, la dernière sera publiée en 1881. Ainsworth est mort à Reigate le 3 janvier 1882.",William Harrison Ainsworth 4 février 1805 manchester Angleterre 3 janvier 1882 Reigate Angleterre romancier historique anglais alors compléter formation droit Londres rencontre éditeur John eber gérant Her Theatre eber introduit Ainsworth cercle littéraire art dramatique ainsi fille épouser ainsworth avoir tâté édition avoir préférer consacrer journalisme littérature son premier roman avoir Rookwood 1834 mettre vedette dick Turpin il diriger revue Miscellany 1840 1842 avant devenir propriétaire revue 10 an plus tard revendre revue Richard Bentley 1868 il publia ensuite série 39 nouveau dernier publier 1881 Ainsworth mourir Reigate 3 janvier 1882,20
379,Edgar_Allan_Poe,gothique,"Edgar Allan Poe /ˈɛdɡɚ ˈælən poʊ/, né le 19 janvier 1809 à Boston et mort le 7 octobre 1849 à Baltimore, est un poète, romancier, nouvelliste, critique littéraire, dramaturge et éditeur américain, ainsi que l'une des principales figures du romantisme américain. Connu surtout pour ses contes — genre dont la brièveté lui permet de mettre en valeur sa théorie de l'effet, suivant laquelle tous les éléments du texte doivent concourir à la réalisation d'un effet unique — il a donné à la nouvelle ses lettres de noblesse et est considéré comme l’inventeur du roman policier. Nombre de ses récits préfigurent les genres de la science-fiction et du fantastique.
Né à Boston, Edgar Allan Poe perd ses parents, David Poe Jr. et Elizabeth Arnold, dans sa petite enfance ; il est recueilli par John et Frances Allan de Richmond, en Virginie, où il passe l’essentiel de ses jeunes années, si l’on excepte un séjour en Angleterre et en Écosse, dans une aisance relative. Après un bref passage à l’Université de Virginie et des tentatives de carrière militaire, Poe quitte les Allan. Sa carrière littéraire débute humblement par la publication anonyme, en 1827, de Tamerlan et autres poèmes, un recueil de poèmes signés seulement « par un Bostonien ». Poe s’installe à Baltimore, où il vit auprès de sa famille paternelle et abandonne quelque peu la poésie pour la prose. En juillet 1835, il devient rédacteur-assistant au Southern Literary Messenger de Richmond, où il contribue à augmenter les abonnements et commence à développer son propre style de critique littéraire. La même année, à vingt-six ans, il épouse sa cousine germaine Virginia Clemm, alors âgée de 13 ans.
Après l’échec de son roman Les Aventures d'Arthur Gordon Pym, Poe réalise son premier recueil d’histoires, les Contes du Grotesque et de l’Arabesque, en 1839. La même année, il devient rédacteur au Burton's Gentleman's Magazine, puis au Graham's Magazine à Philadelphie. C'est à Philadelphie que nombre de ses œuvres parmi les plus connues ont été publiées. Dans cette ville, Poe a également projeté la création de son propre journal, The Penn (plus tard rebaptisé The Stylus), qui ne verra jamais le jour. En février 1844, il déménage à New York, où il travaille au Broadway Journal, un magazine dont il devient finalement l’unique propriétaire.
En janvier 1845, Poe publie Le Corbeau, qui connaît un succès immédiat. Mais, deux ans plus tard, son épouse Virginia meurt de tuberculose, le 30 janvier 1847. Poe envisage de se remarier, mais aucun projet ne se réalisera. Le 7 octobre 1849, Poe meurt à l’âge de 40 ans à Baltimore. Les causes de sa mort n’ont pas pu être déterminées et ont été attribuées diversement à l’alcool, à une drogue, au choléra, à la rage, à une maladie du cœur, à une congestion cérébrale, etc.
L'influence de Poe a été et demeure importante, aux États-Unis comme dans l'ensemble du monde, non seulement sur la littérature, mais également sur d'autres domaines artistiques tels le cinéma et la musique, ou encore dans des domaines scientifiques. Bien qu'auteur américain, il a d’abord été reconnu et défendu par des auteurs français, Baudelaire et Mallarmé en tête. La critique contemporaine le situe parmi les plus remarquables écrivains de la littérature américaine du XIXe siècle.",edgar Allan Poe ˈælən naître 19 janvier 1809 Boston mort 7 octobre 1849 Baltimore poète romancier nouvellist critique littéraire dramaturge éditeur américain ainsi principal figure romantisme américain connaître surtout conte genre dont brièveté permettre mettre valeur théorie effet suivre lequel tout élément texte devoir concourir réalisation effet unique avoir donner nouvelle lettre noblesse considérer comme inventeur roman policier nombre récit préfigurent genre science fiction fantastique naître Boston edgar Allan Poe perdre parent David Poe Jr Elizabeth Arnold petit enfance recueillir John france Allan Richmond Virginie où passer essentiel jeune année si excepte séjour Angleterre Écosse aisance relatif après bref passage université virginie tentative carrière militaire Poe quitte Allan son carrière littéraire débute humblement publication anonyme 1827 Tamerlan autre poème recueil poème signer seulement bostonien Poe installe Baltimore où voir auprès famille paternel abandonne quelque peu poésie prose en juillet 1835 devenir rédacteur assister Southern Literary Messenger Richmond où contribue augmenter abonnement commencer développer propre style critique littéraire le année an épouse cousin germain Virginia Clemm alors âgé 13 an après échec roman le aventure Arthur gordon Pym Poe réalise premier recueil histoire conte Grotesque Arabesque 1839 le année devenir rédacteur magazine puis magazine Philadelphie Philadelphie nombre œuvre parmi plus connu publier dans ce ville Poe avoir également projeter création propre journal The Penn plus tard rebaptiser The stylus voir jamais jour en février 1844 déménager New York où travaille Broadway journal magazine dont devenir finalement unique propriétaire en janvier 1845 Poe publier le corbeau connaître succès immédiat mais deux an plus tard épouse Virginia meurt tuberculose 30 janvier 1847 Poe envisager remarier aucun projet réaliser le 7 octobre 1849 Poe meurt âge 40 an Baltimore le cause mort pouvoir être déterminer attribuer diversement alcool drogue choléra rage maladie cœur congestion cérébral influence Poe avoir demeure important comme ensemble monde non seulement littérature également autre domaine artistique tel cinéma musique encore domaine scientifique bien auteur américain avoir abord reconnaître défendre auteur français baudelaire Mallarmé tête le critique contemporaine situe parmi plus remarquable écrivain littérature américain xix siècle,20
380,Charlotte_Turner_Smith,gothique,"Charlotte Turner, dite Charlotte Smith (4 mai 1749 - 28 octobre 1806) est une poétesse et romancière anglaise dont on cite l'influence sur Jane Austen et Charles Dickens. Comme poétesse elle est classée parmi les précurseurs des romantiques anglais. Plus difficile à définir comme romancière, elle est souvent considérée comme une autrice de romans gothiques, mais elle était très intéressée par les problèmes sociaux et politiques, suivant notamment de très près les événements en France au moment de la Révolution.",Charlotte Turner dire Charlotte Smith 4 mai 1749 28 octobre 1806 poétesse romancièr anglaise dont cite influence Jane Austen Charles Dickens comme poétesse classer parmi précurseur romantique anglais plus difficile définir comme romancier souvent considérer comme autrice roman gothique très intéresser problème social politique suivre notamment très près événement France moment révolution,20
381,William_Godwin,gothique,"William Godwin est un philosophe, théoricien politique et romancier britannique né le 3 mars 1756 à Wisbech (Cambridgeshire) et décédé le 7 avril 1836 à Londres.
Godwin est considéré comme un des précurseurs les plus importants des pensées anarchiste et utilitariste.
Époux de Mary Wollstonecraft, écrivain féministe, il en eut une fille, Mary Wollstonecraft Godwin, plus connue sous le nom de Mary Shelley. Il est l'auteur du roman Caleb Williams (en).",William Godwin philosophe théoricien politique romancier britannique naître 3 mars 1756 Wisbech cambridgeshire décédé 7 avril 1836 Londres godwin considérer comme précurseur plus important pensée anarchiste utilitariste époux Mary Wollstonecraft écrivain féministe fille Mary Wollstonecraft Godwin plus connaître sous nom Mary Shelley il auteur roman Caleb Williams,20
382,Matthew_Gregory_Lewis,gothique,"Matthew Gregory Lewis, né à Londres le 9 juillet 1775 et mort en mer le 14 mai 1818, est un romancier et dramaturge anglais, souvent désigné sous le nom du « moine » Lewis, en raison du succès de son roman gothique, Le Moine (The Monk) en 1796.",Matthew Gregory Lewis naître Londres 9 juillet 1775 mort mer 14 mai 1818 romancier dramaturg anglais souvent désigner sous nom moine Lewis raison succès roman gothique le Moine The Monk 1796,20
383,Francis_Lathom,gothique,"Francis Lathom, né le 14 juillet 1774 et mort le 19 mai 1832, est un écrivain anglais de romans gothiques et un dramaturge.
On considère généralement que son chef-d'œuvre est le roman gothique The Midnight Bell, que les Austen lisaient à haute voix en famille, le soir à la veillée.",Francis Lathom naître 14 juillet 1774 mort 19 mai 1832 écrivain anglais roman gothique dramaturge on considérer généralement chef œuvre roman gothique The Midnight Bell austen lire haute voix famille soir veillée,20
384,Charlotte_Dacre,gothique,"Charlotte Dacre  (1771 ou 1772 – 7 novembre 1825), est une femme de lettres anglaise, autrice de romans gothiques.
La plupart des références que l'on fait aujourd'hui à elle le sont sous le nom de Charlotte Dacre, mais elle écrit tout d'abord sous le pseudonyme de Rosa Matilda, pour adopter ensuite un second pseudonyme pour désorienter ses critiques. Charlotte Dacre reçoit à sa naissance le nom de Charlotte King, et devient plus tard Mrs Byrne, après son mariage avec Nicholas Byrne.",Charlotte Dacre 1771 1772 7 novembre 1825 femme lettre anglais autrice roman gothique le plupart référence faire sous nom Charlotte Dacre écrire tout abord sous pseudonyme Rosa Matilda adopter ensuite second pseudonyme désorienter critique Charlotte dacr recevoir naissance nom Charlotte King devenir plus tard Mrs Byrne après mariage Nicholas Byrne,20
385,Mary_Shelley,gothique,"Mary Shelley [ˈmɛəɹɪ ˈʃɛli], née Mary Wollstonecraft Godwin le 30 août 1797 à Somers Town, un faubourg de Londres (aujourd'hui dans le district de Camden), et morte le 1er février 1851 à Belgravia (Londres), est une femme de lettres britannique, romancière, dramaturge, essayiste, biographe et autrice de récits de voyage. Elle est surtout connue pour son roman Frankenstein ou le Prométhée moderne.
Fille de la philosophe féministe Mary Wollstonecraft et de l'écrivain politique William Godwin, elle perd sa mère alors qu'elle-même n'est âgée que de dix jours. Son père se remarie quatre ans plus tard. Il offre à sa fille une éducation riche et l'encourage à adhérer à ses théories politiques libérales. En 1814, Mary Godwin entame une liaison avec un homme marié, partisan de son père, Percy Bysshe Shelley. Accompagné de Claire Clairmont, la fille de la belle-mère de Mary, le couple voyage à travers l'Europe. Au cours des deux années qui suivent, Mary et Percy affrontent un endettement permanent et la mort de leur fille. Ils se marient en 1816, après le suicide de la première épouse de Percy.
En 1816, lors d'un séjour près de Genève, Mary (devenue Mary Shelley après son mariage) écrit son premier roman, Frankenstein. En 1818, les Shelley quittent le Royaume-Uni pour l'Italie, où meurent leur deuxième et leur troisième enfant, avant que Mary Shelley ne donne naissance à son fils, Percy Florence Shelley, qui seul survivra. En 1822, son mari se noie dans le golfe de la Spezia, au cours d'une tempête. Un an plus tard, Mary Shelley retourne en Angleterre et, dès lors, se consacre entièrement à l'éducation de son fils et à sa carrière d'autrice. Les dix dernières années de sa vie sont marquées par la maladie.
Elle meurt d'une tumeur du cerveau le 1er février 1851.
Jusqu'aux années 1970, Mary Shelley, outre son Frankenstein, est surtout connue pour les efforts qu'elle fit en vue de faire publier les œuvres de son mari. Les études récentes ont permis une vision plus complète de son œuvre et montré que Mary Shelley est restée toute sa vie une radicale sur le plan politique, soutenant l'idée que la coopération et la solidarité, pratiquées tout naturellement par les femmes au sein de leur famille, sont la voie qui permet de réformer la société civile.",Mary Shelley ˈmɛəɹɪ ˈʃɛli naître Mary Wollstonecraft Godwin 30 août 1797 Somers Town faubourg Londres district Camden mourir premier février 1851 Belgravia Londres femme lettre britannique romancier dramaturge essayiste biographe autric récit voyage lui surtout connaître roman frankenstein prométhée moderne fille philosophe féministe Mary Wollstonecraft écrivain politique William Godwin perdre mère alors âger dix jour son père remarier quatre an plus tard il offrir fille éducation riche encourage adhérer théorie politique libéral en 1814 Mary Godwin entame liaison homme marier partisan père Percy Bysshe Shelley accompagner Claire Clairmont fille Mary couple voyage travers Europe au cours deux année suivre Mary Percy affronter endettement permanent mort fille il marier 1816 après suicide premier épouse Percy en 1816 lors séjour près Genève Mary devenir Mary Shelley après mariage écrire premier roman Frankenstein en 1818 Shelley quittent Royaume Uni Italie où mourir deuxième troisième enfant avant Mary Shelley donne naissance fils Percy florence Shelley seul survivra en 1822 mari noyer golfe Spezia cours tempête un an plus tard Mary Shelley retourn Angleterre dès lors consacre entièrement éducation fils carrière autrice le dix dernier année vie marquer maladie lui mourir tumeur cerveau premier février 1851 année 1970 Mary Shelley outre Frankenstein surtout connaître effort faire vue faire publier œuvre mari le étude récent permettre vision plus complet œuvre montrer Mary Shelley rester tout vie radical plan politique soutenir idée coopération solidarité pratiquer tout naturellement femme sein famille voie permettre réformer société civil,20
